..\models-master\puzzles\8-queens\queens.als; 37; 2; 1; 4
..\models-master\puzzles\coloring\color-australia.als; 27; 10; 2; 21
..\models-master\puzzles\einstein\einstein-wikipedia.als; 88; 93; 182; 124
..\models-master\puzzles\farmer-chicken-fox\farmer.als; 91; 7; 5; 25
..\models-master\puzzles\halmos-handshake\handshake.als; 62; 3; 2; 3
..\models-master\puzzles\money.als; 48; 9; 1; 8
..\models-master\puzzles\prisoner-room-visit\prisoner.als; 171; 15; 7; 39
..\models-master\puzzles\tower-hanoi\hanoi.als; 140; 6; 7; 65
..\models-master\simple-models\4-bit-adder\4-bit-adder.als; 59; 5; 1; 4
..\models-master\simple-models\books\birthday.als; 68; 3; 2; 6
..\models-master\simple-models\games\life.als; 94; 4; 5; 32
..\models-master\simple-models\genealogy\genealogy.als; 74; 5; 2; 5
..\models-master\simple-models\genealogy\grandpa.als; 88; 3; 4; 5
..\models-master\simple-models\lists\lists.als; 46; 4; 4; 6
..\models-master\simple-models\no-solution\trivial.als; 8; 1; 0; 2
..\models-master\simple-models\state-machine\flip-flop.als; 38; 9; 8; 63
..\models-master\simple-models\state-machine\reset-flipflop-with-enable.als; 35; 10; 8; 63
..\models-master\software-abstractions-book\appendixA\addressBook1.als; 19; 4; 1; 2
..\models-master\software-abstractions-book\appendixA\addressBook2.als; 27; 3; 1; 5
..\models-master\software-abstractions-book\appendixA\barbers.als; 9; 2; 1; 2
..\models-master\software-abstractions-book\appendixA\closure.als; 16; 0; 0; 2
..\models-master\software-abstractions-book\appendixA\distribution.als; 7; 0; 0; 0
..\models-master\software-abstractions-book\appendixA\phones.als; 6; 1; 2; 1
..\models-master\software-abstractions-book\appendixA\prison.als; 17; 3; 2; 2
..\models-master\software-abstractions-book\appendixA\properties.als; 23; 0; 0; 1
..\models-master\software-abstractions-book\appendixA\ring.als; 9; 1; 1; 1
..\models-master\software-abstractions-book\appendixA\spanning.als; 17; 0; 0; 3
..\models-master\software-abstractions-book\appendixA\tree.als; 7; 0; 0; 1
..\models-master\software-abstractions-book\appendixA\tube.als; 21; 15; 3; 2
..\models-master\software-abstractions-book\appendixA\undirected.als; 11; 1; 1; 1
..\models-master\software-abstractions-book\appendixE\p300-hotel.als; 66; 7; 8; 24
..\models-master\software-abstractions-book\appendixE\p303-hotel.als; 70; 7; 8; 24
..\models-master\software-abstractions-book\appendixE\p306-hotel.als; 73; 7; 8; 24
..\models-master\software-abstractions-book\chapter2\addressBook1a.als; 12; 3; 1; 1
..\models-master\software-abstractions-book\chapter2\addressBook1b.als; 14; 3; 1; 1
..\models-master\software-abstractions-book\chapter2\addressBook1c.als; 15; 3; 1; 1
..\models-master\software-abstractions-book\chapter2\addressBook1d.als; 15; 3; 1; 1
..\models-master\software-abstractions-book\chapter2\addressBook1e.als; 14; 3; 1; 1
..\models-master\software-abstractions-book\chapter2\addressBook1f.als; 19; 3; 1; 2
..\models-master\software-abstractions-book\chapter2\addressBook1g.als; 29; 3; 1; 3
..\models-master\software-abstractions-book\chapter2\addressBook1h.als; 64; 3; 1; 5
..\models-master\software-abstractions-book\chapter2\addressBook2a.als; 16; 6; 1; 1
..\models-master\software-abstractions-book\chapter2\addressBook2b.als; 18; 6; 1; 2
..\models-master\software-abstractions-book\chapter2\addressBook2c.als; 18; 6; 1; 2
..\models-master\software-abstractions-book\chapter2\addressBook2d.als; 19; 6; 1; 2
..\models-master\software-abstractions-book\chapter2\addressBook2e.als; 56; 6; 2; 4
..\models-master\software-abstractions-book\chapter2\addressBook3a.als; 38; 7; 4; 27
..\models-master\software-abstractions-book\chapter2\addressBook3b.als; 76; 7; 4; 26
..\models-master\software-abstractions-book\chapter2\addressBook3c.als; 81; 7; 4; 26
..\models-master\software-abstractions-book\chapter2\addressBook3d.als; 87; 7; 4; 26
..\models-master\software-abstractions-book\chapter4\filesystem.als; 28; 4; 1; 1
..\models-master\software-abstractions-book\chapter4\grandpa1.als; 44; 3; 4; 3
..\models-master\software-abstractions-book\chapter4\grandpa2.als; 38; 3; 4; 3
..\models-master\software-abstractions-book\chapter4\grandpa3.als; 70; 3; 4; 7
..\models-master\software-abstractions-book\chapter4\lights.als; 41; 7; 2; 4
..\models-master\software-abstractions-book\chapter5\addressBook.als; 26; 4; 1; 3
..\models-master\software-abstractions-book\chapter5\lists.als; 23; 4; 2; 1
..\models-master\software-abstractions-book\chapter5\sets1.als; 16; 2; 1; 0
..\models-master\software-abstractions-book\chapter5\sets2.als; 21; 2; 1; 1
..\models-master\software-abstractions-book\chapter6\hotel1.als; 101; 7; 9; 50
..\models-master\software-abstractions-book\chapter6\hotel2.als; 110; 7; 9; 51
..\models-master\software-abstractions-book\chapter6\hotel3.als; 92; 12; 14; 47
..\models-master\software-abstractions-book\chapter6\hotel4.als; 103; 12; 14; 48
..\models-master\software-abstractions-book\chapter6\mediaAssets.als; 117; 5; 8; 9
..\models-master\software-abstractions-book\chapter6\memory\abstractMemory.als; 33; 3; 1; 4
..\models-master\software-abstractions-book\chapter6\memory\cacheMemory.als; 43; 3; 2; 5
..\models-master\software-abstractions-book\chapter6\memory\checkCache.als; 34; 4; 3; 10
..\models-master\software-abstractions-book\chapter6\memory\checkFixedSize.als; 28; 5; 3; 14
..\models-master\software-abstractions-book\chapter6\memory\fixedSizeMemory.als; 21; 3; 1; 5
..\models-master\software-abstractions-book\chapter6\memory\fixedSizeMemory_H.als; 21; 4; 2; 9
..\models-master\software-abstractions-book\chapter6\ringElection1.als; 57; 4; 7; 47
..\models-master\software-abstractions-book\chapter6\ringElection2.als; 74; 4; 7; 49
..\models-master\utilities\messaging\messaging.als; 228; 6; 13; 58
..\models-master\utilities\time\overlapping-ranges.als; 32; 2; 2; 20
..\models-master\utilities\trace\trace.als; 43; 3; 2; 11
..\models-master\utilities\types\boolean.als; 43; 3; 0; 10
..\models-master\utilities\types\graph.als; 78; 1; 0; 35
..\models-master\utilities\types\ordering.als; 106; 2; 2; 20
..\models-master\utilities\types\relation.als; 101; 0; 0; 21
..\models-master\utilities\types\ternary.als; 50; 0; 0; 10
..\models-master\utilities\types\time.als; 53; 2; 2; 21
..\iAlloy-dataset-master\mutant_version_set\addr\v1\addr.als; 43; 4; 2; 4
..\iAlloy-dataset-master\mutant_version_set\addr\v2\addr.als; 43; 4; 2; 4
..\iAlloy-dataset-master\mutant_version_set\addr\v3\addr.als; 43; 4; 2; 4
..\iAlloy-dataset-master\mutant_version_set\addr\v4\addr.als; 43; 4; 2; 4
..\iAlloy-dataset-master\mutant_version_set\addr\v5\addr.als; 43; 4; 2; 4
..\iAlloy-dataset-master\mutant_version_set\addressBook\v1\addressBook.als; 28; 4; 1; 3
..\iAlloy-dataset-master\mutant_version_set\addressBook\v2\addressBook.als; 28; 4; 1; 3
..\iAlloy-dataset-master\mutant_version_set\addressBook\v3\addressBook.als; 28; 4; 1; 3
..\iAlloy-dataset-master\mutant_version_set\addressBook\v4\addressBook.als; 28; 4; 1; 3
..\iAlloy-dataset-master\mutant_version_set\addressBook\v5\addressBook.als; 28; 4; 1; 3
..\iAlloy-dataset-master\mutant_version_set\arr\v1\arr.als; 23; 2; 2; 3
..\iAlloy-dataset-master\mutant_version_set\arr\v2\arr.als; 23; 2; 2; 3
..\iAlloy-dataset-master\mutant_version_set\arr\v3\arr.als; 23; 2; 2; 3
..\iAlloy-dataset-master\mutant_version_set\arr\v4\arr.als; 23; 2; 2; 3
..\iAlloy-dataset-master\mutant_version_set\arr\v5\arr.als; 23; 2; 2; 3
..\iAlloy-dataset-master\mutant_version_set\balancedBST\v1\balancedBST.als; 47; 2; 4; 7
..\iAlloy-dataset-master\mutant_version_set\balancedBST\v2\balancedBST.als; 47; 2; 4; 7
..\iAlloy-dataset-master\mutant_version_set\balancedBST\v3\balancedBST.als; 47; 2; 4; 7
..\iAlloy-dataset-master\mutant_version_set\balancedBST\v4\balancedBST.als; 47; 2; 4; 7
..\iAlloy-dataset-master\mutant_version_set\balancedBST\v5\balancedBST.als; 47; 2; 4; 7
..\iAlloy-dataset-master\mutant_version_set\bempl\v1\bempl.als; 27; 6; 3; 2
..\iAlloy-dataset-master\mutant_version_set\bempl\v2\bempl.als; 27; 6; 3; 2
..\iAlloy-dataset-master\mutant_version_set\bempl\v3\bempl.als; 27; 6; 3; 2
..\iAlloy-dataset-master\mutant_version_set\bempl\v4\bempl.als; 27; 6; 3; 2
..\iAlloy-dataset-master\mutant_version_set\bempl\v5\bempl.als; 27; 6; 3; 2
..\iAlloy-dataset-master\mutant_version_set\binaryTree\v1\binaryTree.als; 19; 1; 2; 2
..\iAlloy-dataset-master\mutant_version_set\binaryTree\v2\binaryTree.als; 19; 1; 2; 2
..\iAlloy-dataset-master\mutant_version_set\binaryTree\v3\binaryTree.als; 19; 1; 2; 2
..\iAlloy-dataset-master\mutant_version_set\binaryTree\v4\binaryTree.als; 19; 1; 2; 2
..\iAlloy-dataset-master\mutant_version_set\binaryTree\v5\binaryTree.als; 19; 1; 2; 2
..\iAlloy-dataset-master\mutant_version_set\cd\v1\cd.als; 29; 2; 1; 4
..\iAlloy-dataset-master\mutant_version_set\cd\v2\cd.als; 29; 2; 1; 4
..\iAlloy-dataset-master\mutant_version_set\cd\v3\cd.als; 29; 2; 1; 4
..\iAlloy-dataset-master\mutant_version_set\cd\v4\cd.als; 27; 2; 1; 4
..\iAlloy-dataset-master\mutant_version_set\cd\v5\cd.als; 25; 2; 1; 4
..\iAlloy-dataset-master\mutant_version_set\ceilingsAndFloors\v1\ceilingsAndFloors.als; 54; 2; 2; 4
..\iAlloy-dataset-master\mutant_version_set\ceilingsAndFloors\v2\ceilingsAndFloors.als; 50; 2; 2; 4
..\iAlloy-dataset-master\mutant_version_set\ceilingsAndFloors\v3\ceilingsAndFloors.als; 50; 2; 2; 4
..\iAlloy-dataset-master\mutant_version_set\ceilingsAndFloors\v4\ceilingsAndFloors.als; 50; 2; 2; 4
..\iAlloy-dataset-master\mutant_version_set\ceilingsAndFloors\v5\ceilingsAndFloors.als; 50; 2; 2; 4
..\iAlloy-dataset-master\mutant_version_set\dijkstra\v1\dijkstra.als; 64; 5; 6; 48
..\iAlloy-dataset-master\mutant_version_set\dijkstra\v2\dijkstra.als; 64; 5; 6; 48
..\iAlloy-dataset-master\mutant_version_set\dijkstra\v3\dijkstra.als; 64; 5; 6; 48
..\iAlloy-dataset-master\mutant_version_set\dijkstra\v4\dijkstra.als; 64; 5; 6; 48
..\iAlloy-dataset-master\mutant_version_set\dijkstra\v5\dijkstra.als; 64; 5; 6; 48
..\iAlloy-dataset-master\mutant_version_set\dll\v1\dll.als; 39; 2; 4; 6
..\iAlloy-dataset-master\mutant_version_set\dll\v2\dll.als; 39; 2; 4; 6
..\iAlloy-dataset-master\mutant_version_set\dll\v3\dll.als; 39; 2; 4; 6
..\iAlloy-dataset-master\mutant_version_set\dll\v4\dll.als; 39; 2; 4; 6
..\iAlloy-dataset-master\mutant_version_set\dll\v5\dll.als; 39; 2; 4; 6
..\iAlloy-dataset-master\mutant_version_set\farmer\v1\farmer.als; 46; 7; 5; 25
..\iAlloy-dataset-master\mutant_version_set\farmer\v2\farmer.als; 46; 7; 5; 25
..\iAlloy-dataset-master\mutant_version_set\farmer\v3\farmer.als; 46; 7; 5; 25
..\iAlloy-dataset-master\mutant_version_set\farmer\v4\farmer.als; 46; 7; 5; 25
..\iAlloy-dataset-master\mutant_version_set\farmer\v5\farmer.als; 46; 7; 5; 25
..\iAlloy-dataset-master\mutant_version_set\filesystem\v1\filesystem.als; 32; 4; 1; 1
..\iAlloy-dataset-master\mutant_version_set\filesystem\v2\filesystem.als; 32; 4; 1; 1
..\iAlloy-dataset-master\mutant_version_set\filesystem\v3\filesystem.als; 32; 4; 1; 1
..\iAlloy-dataset-master\mutant_version_set\filesystem\v4\filesystem.als; 32; 4; 1; 1
..\iAlloy-dataset-master\mutant_version_set\filesystem\v5\filesystem.als; 32; 4; 1; 1
..\iAlloy-dataset-master\mutant_version_set\fullTree\v1\fullTree.als; 29; 1; 2; 4
..\iAlloy-dataset-master\mutant_version_set\fullTree\v2\fullTree.als; 29; 1; 2; 4
..\iAlloy-dataset-master\mutant_version_set\fullTree\v3\fullTree.als; 29; 1; 2; 4
..\iAlloy-dataset-master\mutant_version_set\fullTree\v4\fullTree.als; 29; 1; 2; 4
..\iAlloy-dataset-master\mutant_version_set\fullTree\v5\fullTree.als; 29; 1; 2; 4
..\iAlloy-dataset-master\mutant_version_set\grade\v1\grade.als; 27; 5; 4; 1
..\iAlloy-dataset-master\mutant_version_set\grade\v2\grade.als; 27; 5; 4; 1
..\iAlloy-dataset-master\mutant_version_set\grade\v3\grade.als; 27; 5; 4; 1
..\iAlloy-dataset-master\mutant_version_set\grade\v4\grade.als; 27; 5; 4; 1
..\iAlloy-dataset-master\mutant_version_set\grade\v5\grade.als; 27; 5; 4; 1
..\iAlloy-dataset-master\mutant_version_set\grandpa1\v1\grandpa1.als; 36; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa1\v2\grandpa1.als; 36; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa1\v3\grandpa1.als; 36; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa1\v4\grandpa1.als; 36; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa1\v5\grandpa1.als; 36; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa2\v1\grandpa2.als; 32; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa2\v2\grandpa2.als; 30; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa2\v3\grandpa2.als; 30; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa2\v4\grandpa2.als; 30; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa2\v5\grandpa2.als; 30; 3; 4; 3
..\iAlloy-dataset-master\mutant_version_set\grandpa3\v1\grandpa3.als; 56; 3; 4; 7
..\iAlloy-dataset-master\mutant_version_set\grandpa3\v2\grandpa3.als; 56; 3; 4; 7
..\iAlloy-dataset-master\mutant_version_set\grandpa3\v3\grandpa3.als; 56; 3; 4; 7
..\iAlloy-dataset-master\mutant_version_set\grandpa3\v4\grandpa3.als; 56; 3; 4; 7
..\iAlloy-dataset-master\mutant_version_set\grandpa3\v5\grandpa3.als; 56; 3; 4; 7
..\iAlloy-dataset-master\mutant_version_set\handshake\v1\handshake.als; 33; 3; 2; 3
..\iAlloy-dataset-master\mutant_version_set\handshake\v2\handshake.als; 33; 3; 2; 3
..\iAlloy-dataset-master\mutant_version_set\handshake\v3\handshake.als; 33; 3; 2; 3
..\iAlloy-dataset-master\mutant_version_set\handshake\v4\handshake.als; 33; 3; 2; 3
..\iAlloy-dataset-master\mutant_version_set\handshake\v5\handshake.als; 31; 3; 2; 3
..\iAlloy-dataset-master\mutant_version_set\life\v1\life.als; 62; 4; 5; 31
..\iAlloy-dataset-master\mutant_version_set\life\v2\life.als; 62; 4; 5; 31
..\iAlloy-dataset-master\mutant_version_set\life\v3\life.als; 62; 4; 5; 31
..\iAlloy-dataset-master\mutant_version_set\life\v4\life.als; 62; 4; 5; 31
..\iAlloy-dataset-master\mutant_version_set\life\v5\life.als; 62; 4; 5; 31
..\iAlloy-dataset-master\mutant_version_set\lists\v1\lists.als; 62; 4; 4; 6
..\iAlloy-dataset-master\mutant_version_set\lists\v2\lists.als; 62; 4; 4; 6
..\iAlloy-dataset-master\mutant_version_set\lists\v3\lists.als; 62; 4; 4; 6
..\iAlloy-dataset-master\mutant_version_set\lists\v4\lists.als; 62; 4; 4; 6
..\iAlloy-dataset-master\mutant_version_set\lists\v5\lists.als; 62; 4; 4; 6
..\iAlloy-dataset-master\mutant_version_set\peterson\v1\peterson.als; 126; 11; 8; 58
..\iAlloy-dataset-master\mutant_version_set\peterson\v2\peterson.als; 126; 11; 8; 58
..\iAlloy-dataset-master\mutant_version_set\peterson\v3\peterson.als; 126; 11; 8; 58
..\iAlloy-dataset-master\mutant_version_set\peterson\v4\peterson.als; 126; 11; 8; 58
..\iAlloy-dataset-master\mutant_version_set\peterson\v5\peterson.als; 126; 11; 8; 58
..\iAlloy-dataset-master\mutant_version_set\ringElection1\v1\ringElection1.als; 66; 4; 7; 47
..\iAlloy-dataset-master\mutant_version_set\ringElection1\v2\ringElection1.als; 66; 4; 7; 47
..\iAlloy-dataset-master\mutant_version_set\ringElection1\v3\ringElection1.als; 66; 4; 7; 47
..\iAlloy-dataset-master\mutant_version_set\ringElection1\v4\ringElection1.als; 66; 4; 7; 47
..\iAlloy-dataset-master\mutant_version_set\ringElection1\v5\ringElection1.als; 66; 4; 7; 47
..\iAlloy-dataset-master\mutant_version_set\sll\v1\sll.als; 17; 2; 2; 1
..\iAlloy-dataset-master\mutant_version_set\sll\v2\sll.als; 17; 2; 2; 1
..\iAlloy-dataset-master\mutant_version_set\sll\v3\sll.als; 17; 2; 2; 1
..\iAlloy-dataset-master\mutant_version_set\sll\v4\sll.als; 17; 2; 2; 1
..\iAlloy-dataset-master\mutant_version_set\sll\v5\sll.als; 17; 2; 2; 1
..\iAlloy-dataset-master\mutant_version_set\student\v1\student.als; 54; 5; 3; 7
..\iAlloy-dataset-master\mutant_version_set\student\v2\student.als; 54; 5; 3; 7
..\iAlloy-dataset-master\mutant_version_set\student\v3\student.als; 54; 5; 3; 7
..\iAlloy-dataset-master\mutant_version_set\student\v4\student.als; 54; 5; 3; 7
..\iAlloy-dataset-master\mutant_version_set\student\v5\student.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\addrFaulty\v11\addrFaulty.als; 21; 4; 2; 4
..\iAlloy-dataset-master\real_version_set\addrFaulty\v22\addrFaulty.als; 41; 4; 2; 4
..\iAlloy-dataset-master\real_version_set\arr1\v11\arr1.als; 18; 2; 2; 3
..\iAlloy-dataset-master\real_version_set\arr1\v22\arr1.als; 23; 2; 2; 3
..\iAlloy-dataset-master\real_version_set\arr2\v11\arr2.als; 23; 2; 2; 3
..\iAlloy-dataset-master\real_version_set\arr2\v22\arr2.als; 21; 2; 2; 3
..\iAlloy-dataset-master\real_version_set\balancedBST1\v11\balancedBST1.als; 78; 2; 4; 7
..\iAlloy-dataset-master\real_version_set\balancedBST1\v22\balancedBST1.als; 47; 2; 4; 7
..\iAlloy-dataset-master\real_version_set\balancedBST2\v11\balancedBST2.als; 68; 2; 4; 7
..\iAlloy-dataset-master\real_version_set\balancedBST2\v22\balancedBST2.als; 47; 2; 4; 7
..\iAlloy-dataset-master\real_version_set\balancedBST3\v11\balancedBST3.als; 70; 2; 4; 7
..\iAlloy-dataset-master\real_version_set\balancedBST3\v22\balancedBST3.als; 45; 2; 4; 7
..\iAlloy-dataset-master\real_version_set\bemplFaulty\v11\bemplFaulty.als; 73; 6; 3; 1
..\iAlloy-dataset-master\real_version_set\bemplFaulty\v22\bemplFaulty.als; 27; 6; 3; 2
..\iAlloy-dataset-master\real_version_set\cd1\v11\cd1.als; 34; 2; 1; 4
..\iAlloy-dataset-master\real_version_set\cd1\v22\cd1.als; 27; 2; 1; 4
..\iAlloy-dataset-master\real_version_set\cd2\v11\cd2.als; 33; 2; 1; 4
..\iAlloy-dataset-master\real_version_set\cd2\v22\cd2.als; 29; 2; 1; 4
..\iAlloy-dataset-master\real_version_set\dijkstraFaulty\v11\dijkstraFaulty.als; 120; 5; 6; 48
..\iAlloy-dataset-master\real_version_set\dijkstraFaulty\v22\dijkstraFaulty.als; 64; 5; 6; 48
..\iAlloy-dataset-master\real_version_set\dll1\v11\dll1.als; 58; 2; 4; 6
..\iAlloy-dataset-master\real_version_set\dll1\v22\dll1.als; 39; 2; 4; 6
..\iAlloy-dataset-master\real_version_set\dll2\v11\dll2.als; 57; 2; 4; 6
..\iAlloy-dataset-master\real_version_set\dll2\v22\dll2.als; 39; 2; 4; 6
..\iAlloy-dataset-master\real_version_set\dll3\v11\dll3.als; 55; 2; 4; 6
..\iAlloy-dataset-master\real_version_set\dll3\v22\dll3.als; 39; 2; 4; 6
..\iAlloy-dataset-master\real_version_set\dll4\v11\dll4.als; 52; 2; 4; 6
..\iAlloy-dataset-master\real_version_set\dll4\v22\dll4.als; 39; 2; 4; 6
..\iAlloy-dataset-master\real_version_set\farmerFaulty\v11\farmerFaulty.als; 101; 7; 5; 25
..\iAlloy-dataset-master\real_version_set\farmerFaulty\v22\farmerFaulty.als; 46; 7; 5; 25
..\iAlloy-dataset-master\real_version_set\gradeFaulty\v11\gradeFaulty.als; 23; 5; 4; 1
..\iAlloy-dataset-master\real_version_set\gradeFaulty\v22\gradeFaulty.als; 27; 5; 4; 1
..\iAlloy-dataset-master\real_version_set\student0\v11\student0.als; 50; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student0\v22\student0.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student1\v11\student1.als; 56; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student1\v22\student1.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student10\v11\student10.als; 56; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student10\v22\student10.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student11\v11\student11.als; 55; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student11\v22\student11.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student12\v11\student12.als; 54; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student12\v22\student12.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student13\v11\student13.als; 57; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student13\v22\student13.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student14\v11\student14.als; 59; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student14\v22\student14.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student15\v11\student15.als; 53; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student15\v22\student15.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student16\v11\student16.als; 51; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student16\v22\student16.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student17\v11\student17.als; 54; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student17\v22\student17.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student18\v11\student18.als; 53; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student18\v22\student18.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student19\v11\student19.als; 56; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student19\v22\student19.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student2\v11\student2.als; 53; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student2\v22\student2.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student3\v11\student3.als; 63; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student3\v22\student3.als; 54; 5; 3; 7
